company,industry,rating,title,job_title,employee_status,location,date,pros,cons,advice,recommends
Viettel,CNTT - Phần mềm,5.0,"môi trường làm việc, chế độ lương thưởng phúc lợi",Content Writer,Nhân viên cũ,Hà Nội,04/02/2026,,,"Tốt, chuyên nghiệp, lương cao",Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường làm việc năng động vui vẻ nên có nhiều khung giờ flexible làm việc để nhân viên relax(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Không gian hiện đại, đầy đủ thiết bị.-PM không biết tính toán, thời gian OT vượt chi phí làm nhân viên chịu thiệt-Đồng nghiệp thân thiện, sếp chịu khó lắng nghe ý kiến của của nhân viên.-Nhiều hoạt động team building hay ho-Không gian thoải mái, hiện đại-Campus đẹp, rộng rãi thoáng mát.-Chỗ làm việc riêng tư thoải mái sáng tạo, đồng nghiệp trẻ thân thiện, sếp dễ tính",,Có
FPT Software,CNTT - Phần mềm,4.0,Thích hợp để các bạn trẻ bắt đầu(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"- Nhiều khóa đào tạo để lấy chứng chỉ quốc tế- Có chế độ dành cho việc OT chỉ cần lead approve là được-Công ty lớn, nhiều cơ hội phát triển theo nhiều hướng khác nhau. Cơ sở vật chất tốt, ăn tại công ty nên sẽ tiết kiệm được nhiều tiền. Lâu lâu căng thẳng quá thì đi uống cafe trên căng tin cũng ok. Nhìn chung đồng nghiệp thì thấy mọi người hỗ trợ nhau rất tốt. Chỉ có cảm giác có gì đó không rõ ràng ở cấp quản lý.-Tốt để học hỏi và lấy kinh nghiệm",,Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường rất ổn để bắt đầu sự nghiệp(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Bãi đậu xe rộng, giờ giấc khá hợp lý, nhìu dự án để học hỏi.-Môi trường đào tạo học tập thực tế-Văn phòng xịn-Có căn tin ăn uống tại công ty-Campus rộng, thoáng đãng thoải mái.-Môi trường làm việc khá chuyên nghiệp, phù hợp cho những bạn mới ra trường để học hỏi.-Khi OT có chế độ, phúc lợi rõ ràng.-Khách hàng Mỹ thì ít áp lực OT, khá ổn và nhân viên được quyền chủ động",,Có
FPT Software,CNTT - Phần mềm,5.0,"Công ty thật sự chuyên nghiệp, trả lương đầy đủ.(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Văn phòng làm việc rất đẹp, đồng nghiệp hỗ trợ tốt cho nhau, quy trình nhanh gọn, chế độ đãi ngộ tốt-Môi trường làm việc trẻ, teamwork hòa đồng, support nhau nhiệt tình.- Nhiều job với KH lớn học hỏi được rất nhiều.-Văn phòng hiện đại, nhiều tiện nghi-Môi trường trẻ trung, năng động. Học hỏi được nhiều từ công ty-OT nhiều hay cũng tuỳ vào dự án to nhỏ và team, nhưng gần như chắc chắn sẽ có.",,Có
FPT Software,CNTT - Phần mềm,5.0,"Team, PM tốt, vui vẻ nhưng lương hơi thấp so với mặt bằng chung(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-OT thêm lương và cộng nghỉ phép-Môi trường làm việc tốt-Chế độ đãi ngộ tốt, trả lương đúng hạn.-Công việc năng động, được tiếp xúc với nhiều dự án thách thức khả năng của bản thân.-Đồng nghiệp thân thiện, khi cần hỗ trợ nhau nhiệt tình.-Làm việc trong Fsoft chắc chắn sẽ bị nghiện: nghiện công ty, nghiện văn hóa, nghiện đồng nghiệp.-Có các khóa training các kỹ năng và chuyên môn hàng tháng cho nhân viên, chịu khó học hỏi thì lên trình kha khá.-Các anh chị trong team vui vẻ, nhiệt tình, PM, QA rất quan tâm đến member.",,Có
FPT Software,CNTT - Phần mềm,5.0,"Môi trường làm việc tốt, là khởi nguồn cho lập trình viên trẻ bước vào nghề(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Được đi onsite nhiều.-Môi trường năng động, con người vui vẻ hòa đồng, là nơi dễ dàng trao đổi kiến thức và phát triển kỹ năng bản thân, mở rộng network.-Phúc lợi công ty ổn, chế độ lương và OT hợp lý, chủ động.-Cực kỳ phù hợp để có thể tỏa sáng trong tương lai.-Môi trường làm việc tốt và thoải mái, không quá đặt nặng giờ giấc mà quan trọng là tiến độ công việc. Mình may mắn được làm việc với 2 sếp giỏi và quan tâm nhân viên, anh em đồng nghiệp vui vẻ hòa đồng, có việc là giúp ngay. Công ty có các khóa học nâng cao chuyên môn cho nhân viên.-OT nhiều nhưng mà kiếm thêm cũng nhiều nên là các anh em cũng chả ngại gì luôn",,Có
FPT Software,CNTT - Phần mềm,5.0,"Công ty phúc lợi tốt, lương trả đầy đủ nhưng lương chưa cạnh tranh lắm(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Lương trung bình, có lương thưởng theo từng dự án. OT thì chỉ cần log đơn, khi nào PM approve là tiền về.-Tùy dự án mà phải OT nhiều hay không, OT nhiều có trợ cấp-Được on job nhiều, nhiều campaign với top company trải nhiều lĩnh vực.-Làm ở đây một thời gian network mở rộng, biết được nhiều thứ rất mới và lạ.-Cơ hội phát triển cao-Không gian làm việc riêng tư, thoải mái",,Có
FPT Software,CNTT - Phần mềm,5.0,"Công ty phúc lợi tốt, lương trả đầy đủ nhưng cần flexible thời gian hơn cho nhân viên thích nghi(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Văn phòng đẹp, có campus riêng không chung đụng bên nào. Thỉnh thoảng stress quá cứ xuống sân lượn vài vòng xong rẽ qua canteen làm cốc cafe xong lên làm tiếp.-Được học quy trình thiết kế phần mềm quy củ, có ích cho sau này. Cọ xát nhiều nâng trình nhanh-OT nhiều, làm nhiều thì hưởng lương cao-Được training bài bản, quản lý của mình tâm lý, OT được sếp ở lại cùng vừa làm vừa xả stress cho đỡ căng thẳng, OT có đồ ăn bồi dưỡng-Vừa vào công ty cái được đóng bảo hiểm ngay, ốm đau lễ tết cũng được thăm nom.",,Có
FPT Software,CNTT - Phần mềm,4.0,Newbie nên vào làm để trải nghiệm nhưng quy trình cồng kềnh(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Không gian thì đẹp khỏi nói rồi, đồ ăn lúc nào cũng sẵn cho nhân viên-Được on job nhiều, mới vào được cầm tay chỉ việc.- PM tâm lý phết, thấy nhân viên OT là mua đồ ăn vặt với cafe các thứ cho. Hết dự án có lương thưởng-Hàng tháng đều có lịch đào tạo từ kỹ thuật đến kỹ năng mềm, ngoại ngữ, nói chung đa dạng, đều ổn-Tiện ích tốt, nhiều hỗ trợ cho nhân viên.-Muốn lương ngon nghẻ phải chạy nhiều dự án sẽ có bonus. Mới đầu sẽ hơi cực, sau có kinh nghiệm đỡ hơn",,Có
FPT Software,CNTT - Phần mềm,5.0,"Training toàn diện, môi trường tốt, phải thi nhiều chứng chỉ",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Training toàn diện, môi trường tốt, phải thi nhiều chứng chỉ-""Mình làm ở Fsoft từ khi mới ra trường đến nay là được hơn 2 năm. Cá nhân mình may mắn hơn nhiều bạn khi được vào các campaign ngon, đúng sở trường, được làm việc với các top company.-Phải học nhiều chứng chỉ quốc tế nên đôi khi nhân viên quá tải việc học chứng chỉ mới. Cơ mà nếu học được thì rất lợi thế cho bản thân-""OT thì tùy dự án, làm việc với khách Nhật thì xác định OT cực. Còn chắc chắn là làm nhiều hưởng lương nhiều rồi, cứ PM approve là có tiền-Training bài bản đúng quy trình, đủ level từ thấp đến cao.-Các anh chị PM, team lead, SA thân thiện giúp đỡ nhiệt tình để hoàn thành công việc đúng tiến độ. Thỉnh thoảng có các buổi Happy Hour ăn hoa quả, tán gẫu cũng vui",,Có
FPT Software,CNTT - Phần mềm,5.0,Nhiều job ngon nhưng chưa sáng tạo(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Tính OT đầy đủ, có ngày nghỉ bù-PM chia OT đều, lương ở mức chấp nhận được, có thể đổi OT thành ngày nghỉ-Phù hợp cho các bạn mới ra trường làm quen môi trường làm việc thực tế-Xung quanh nhiều các bạn sinh viên mới ra trường, nói chung cũng cầu tiến, năng nổ nhưng chưa có nhiều hoạt động khuyến khích sáng tạo-Được làm việc với khách lớn, có cơ hội onsite nước ngoài. Công ty cũng nhiều khóa học nâng cao trình độ nhân viên. Khóa fresher academy hỗ trợ nhiều cho các bạn newbie, nhưng phải cam kết làm ít nhất 1 năm-Phúc lợi khá ok, vừa vào đã được đóng bảo hiểm. Làm lâu lâu còn được mua bảo hiểm cho cả vợ con với giá hời",,Có
FPT Software,CNTT - Phần mềm,5.0,Fsoft có nhiều hoạt động thú vị nhưng quy trình phức tạp(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Tùy dự án sẽ có cơ hội đi Nhật, Mỹ.. sẽ được thu về nhiều kinh nghiệm-Môi trường trẻ trung, vui vẻ, mọi người giúp đỡ lẫn nhau.-Nơi làm việc hiện đại, rộng rãi, hỗ trợ ăn trưa tối. PM lead tốt, tâm lý.-OT cân bằng, case với khách Nhật thì căng hơn, OT có phụ cấp-Môi trường năng động, được giao tiếp với khách nước ngoài, tham gia nhiều hoạt động bên ngoài.-Tạo cơ hội thi chứng chỉ (pass được hoàn tiền, fail hoàn 50%)-Tuyển nhiều fresher cho các dự án, thay máu liên tục",,Có
FPT Software,CNTT - Phần mềm,5.0,"Thời gian làm việc linh hoạt, tạo điều kiện cho nhân viên nhưng lương tăng chậm(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Khi đến dự án thường phải OT và chế độ OT hợp lý hơn, trả lương đúng hạn đầy đủ.-Làm việc theo team, mỗi dự án 1 team khác nhau. Làm việc nhiều với các khách hàng ngoài, network trong ngành rộng, không lo không có việc-Hỗ trợ chi phí đi lại, ăn uống. Có đồ ăn sẵn trong văn phòng cho nhân viên-Chế độ OT được bố trí khá cân đối, nhìn chung hài lòng hơn so với trước-Văn hóa công ty tốt, thời gian làm việc rất linh hoạt. Có thể làm tại nhà nếu teamlead cho phép. Ngoài lương cứng sẽ có lương dự án, làm nhanh thì không cần OT nhiều. Xong mỗi dự án teamlead thường mời đi ăn hoặc cafe-Chất lượng khu canteen ok, tiết kiệm thời gian tiền bạc hơn-Cung cấp máy tính ổn, lúc code ok không giật lag",,Có
FPT Software,CNTT - Phần mềm,5.0,"Môi trường trẻ trung, nhiệt huyết, học hỏi được nhiều từ anh em nhưng OT quá nhiều(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Môi trường làm việc năng động, anh em trong team support nhau nhiệt tình. Có chi trục trặc là sẵn sàng xắn tay vô cùng ngay. Ngoài ra văn phòng hiện đại, nhiều tiện nghi, không quá gò bó về trang phục, mặc chi cũng ok, không phản cảm là được là một điểm mình rất thích.OT cần được cân bằng lại, nhiều khi OT quá sức mà không có trợ cấp-Có chế độ bảo hiểm tốt, cơ sở vật vật chất đầy đủ, gym, bơi, bóng bàn,.. đủ cả. Campus đẹp khuôn viên rộng",,Có
FPT Software,CNTT - Phần mềm,5.0,"Văn phòng làm việc đẹp, khoa học, môi trường thoải mái nhưng các quy trình cần cải thiện sao cho nhanh hơn (IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Môi trường làm việc hiện đại, nhiều người trẻ.-Chế độ đãi ngộ tốt, công ty trọng người tài, chế độ lương thưởng của senior trở lên hấp dẫn và cạnh tranh hơn nhiều.-Công việc năng động, được tiếp xúc với nhiều khách hàng lớn trên thế giới, sau mỗi campaign lại tích lũy được kha khá kinh nghiệm và network cho bản thân.-OT được trả lương đầy đủ, tổ chức training nâng level cho nhân viên hàng tháng, sếp tốt, quan tâm nhân viên.-Thích nhất cách decor văn phòng của fsoft rất khoa học và hiện đại, các team được đảm bảo không gian riêng tư. Campus đẹp, rộng rãi tích hợp khu thể thao giải trí sau giờ làm như: gym, bơi, đá bóng, bóng bàn,...-Giờ giấc thoải mái miễn đảm bảo tiến độ công việc là oke, sếp và đồng nghiệp gần gũi như anh em, làm hết mình, chơi cũng hết mình.",,Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường phù hợp fresher học hỏi lấy kinh nghiệm(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Thích nhất là bên này có lộ trình nâng level rõ ràng từ thấp đến cao cho newbie, chịu khó học hỏi nâng trình rất nhanh. May mắn nữa là gặp PM giỏi, tâm lý. Mới làm mà, nhiều lúc lơ ngơ nhưng vẫn được chỉ dạy nhiệt tình-Văn phòng hiện đại cái gì cũng có sẵn, đói hay gì xuống canteen đá ngay chiếc bánh mì + cafe là tỉnh táo ngay. Mỗi cái xa, sáng dậy sớm hơi buồn ngủ vì mình toàn thức đêm chạy code.- Được va chạm với khách khó tính, công nghệ thay đổi theo từng dự án khác nhau -> rất thích hợp cho sinh viên hoặc junior muốn trau dồi kỹ năng.-Có lịch training hàng tháng khá đa dạng, học hỏi được nhiều.- Không gian Fsoft hiện đại, khuôn viên rộng, ngoài giờ có thể xả stress tại các khu vận động, thể thao tích hợp của cty: đá bóng, bóng bàn, gym, bơi, … Canteen nhiều đồ ăn uống, tiết kiệm được kha khá tiền.",,Có
FPT Software,CNTT - Phần mềm,4.0,Đồng nghiệp hồ hởi giúp đỡ nhau trong công việc nhưng cần có lương cạnh tranh hơn (IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Làm việc căng thẳng có căng tin dưới xuống có thể nhâm nhi cà phê đỡ stress-Đội ngũ nhân viên trẻ năng động-Mặt bằng chung anh em đều trẻ, nhiệt-Công ty nhận được nhiều job với khách hàng lớn được tiếp cận và học hỏi được nhiều nên kinh nghiệm cũng dày dặn hơn-Fsoft có đầy đủ các khóa training với lộ trình đào tạo rõ ràng, bài bản tạo cơ hội cho các bạn trái ngành như mình có đất để mài dũa.-Team work thoải mái, có gì chưa hiểu liền được hướng dẫn ngay, sếp vui tính nên cảm giác gần gũi, yên tâm.",,Có
FPT Software,CNTT - Phần mềm,5.0,"Đội ngũ nhân viên trẻ, nhiệt tình phù hợp với mình nhưng mức lương fresher chưa được cạnh tranh lắm(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Đội ngũ nhân viên trẻ, hòa đồng.- Môi trường phù hợp cả cho fresher còn non kinh nghiệm, base IT còn yếu.-Ngoài lương thì có thưởng dự án và BH cũng khá tốt-Môi trường làm việc xịn, cọ xát và trải nghiệm được nhiều-Công ty lớn, dự án nhiều -> ép mình vào luồng phải nỗ lực học và làm việc-Chế độ khá ổn, OT được tính đủ, môi trường làm việc hòa đồng nên mình thấy thoải mái",,Có
FPT Software,CNTT - Phần mềm,5.0,"Môi trường trẻ, năng động sáng tạo nhưng nên tăng hoạt động giải trí sau giờ làm(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Văn phòng hiện đại, môi trường năng động nhiệt huyết, được trải nghiệm làm việc với nhiều đối tác mài dũa thêm kỹ năng-Chế độ đãi ngộ ổn, các gói bảo hiểm ưu đãi dành riêng cho người nhà nhân viên được mua giá rẻ-Khung training khá bài bản, học liệu được cung cấp đầy đủ-Phù hợp cho các bạn định hướng phát triển lên quản lý hoặc fresher",,Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường làm việc năng động nhưng thu nhập hơi thấp so với mặt bằng chung(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Mới vào sẽ được đào tạo bài bản từ đầu theo giáo trình, học liệu bài bản nên được học rất nhiều công nghệ mới rất tốt.-Có đất cho ai mới ra trường, làm trái ngành hay base IT còn yếu-Fsoft có hỗ trợ đi lại, ăn uống đỡ tốn kém được 1 khoản.-Nếu trong công việc gặp khó khăn có thể hợp tác đồng đội để giải quyết công việc nhẹ nhàng hơn, ổn thỏa hơn, nói chung môi trường làm việc ở đây mình hài lòng, rất hòa đồng",,Có
FPT Software,CNTT - Phần mềm,5.0,Nơi làm việc lý tưởng cho các bạn trẻ nhưng cách tính OT chưa thực sự rõ ràng(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Công ty có chế độ tốt, trọng nhân tài, lương thưởng xứng đáng với năng lực.-Môi trường thân thiện, có nhiều quản lý ưu tú nên học hỏi được nhiều kinh nghiệm từ quản lý-Công ty nhận được nhiều job với khách hàng lớn nên trợ cấp, lương thưởng thì khỏi bàn-Làm ở đây chưa lâu nhưng cảm thấy ngoài việc đãi ngộ tốt dành cho nhân viên, công ty còn tạo ra các hoạt động để nhân viên có thể thỏa sức phát huy sức mạnh bản thân",,Có
FPT Software,CNTT - Phần mềm,4.0,"Sếp tốt tính, lắng nghe ý kiến nhân viên nhưng lương fsoft không được cạnh tranh (IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Mức lương ổn định, đi làm có xe buýt đưa đón.-Phúc lợi tốt, lễ tết đều có thưởng gọi là động viên tinh thần-Đồng nghiệp thân thiện, nhiều cơ hội học tập từ senlor giúp mình phát triển bản thân hơn-Không gian làm việc auto thoải mái, giúp mình tự tin hơn và sáng tạo hơn trong công việc",,Có
FPT Software,CNTT - Phần mềm,5.0,Công ty có nhiều cơ hội học tập và thăng tiến(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Đối với sinh viên mới ra trường thì Fsoft luôn là lựa chọn tốt nhất.-Chế độ cân đối, phân chia đều và cải thiện hơn trước, trợ cấp đầy đủ hơn-Công ty có môi trường công bằng, người có năng lực sẽ được trọng dụng, có đất để phát triển.-Môi trường học tập rất tốt, hàng tháng đều có lịch đào tạo từ kỹ thuật đến kỹ năng mềm.-Làm develop quen việc OT rồi, chỗ nào cũng thế nên giờ OT mà trả đủ thì cũng không sao-Công ty có nhiều cơ hội học tập và thăng tiến",,Có
FPT Software,CNTT - Phần mềm,4.0,"Môi trường trẻ trung, có cơ hội phát triển nhưng quy trình nhiều khi cồng kềnh(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"- Công ty tổ chức các khóa học định kỳ với nhiều level kỹ năng, cảm thấy thiếu gì là được trau dồi ngay.- Lịch training cũng khoa học và trải đều các kỹ năng từ code, quy trình làm việc đến tiếng anh,...- Được va chạm đủ các dự án lớn nhỏ. khách hàng đa dạng trong nước thế giới đủ cả, on job nhiều nên lớn rất nhanh -> fresher và junior cần nhất cái này- Lương, thưởng của senior trở lên khá ngon, phù hợp làm lâu dài.-Công ty có môi trường công bằng, là nơi rất tốt để học hỏi.-Hàng tháng đều có lịch đào tạo kỹ thuật, kỹ năng mềm đủ cả.-Văn hóa công ty cởi mở, các hoạt động team building diễn ra thường xuyên giúp gắn kết anh em.",,Có
FPT Software,CNTT - Phần mềm,4.0,Chế độ đãi ngộ tốt(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Các gói bảo hiểm ưu đãi dành riêng cho nhân viên, hỗ trợ tiền ăn trưa , đưa đón xe buýt nên tiết kiệm được một khoản không nhỏ-Bản thân mình học hỏi được nhiều từ khi vào làm ở công ty, được on job nhiều nên nâng trình nhanh-Môi trường thân thiện, công ty có đủ chương trình đào tạo cho nhân viên từ level thấp đến cao, có đất cho fresher hoặc ai khởi điểm base IT thấp như mình-Cơ hội thăng tiến nhiều. Môi trường làm việc tốt, nhiều dự án lớn-Nhiều cơ hội phát triển nghề nghiệp",,Có
FPT Software,CNTT - Phần mềm,5.0,Môi trường làm việc đa dạng nhưng quy trình thăng tiến chưa rõ ràng lắm(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Các khóa học được fsoft cung cấp rất nhiều.- Hỗ trợ thi lấy chứng chỉ quốc tế khá ok nên rất tiện lợi cho những ai muốn thăng tiến bằng-Lộ trình đào tạo chi tiết, thực tế. Sinh viên mới ra trường thì đây là nơi lý tưởng để cọ sát bản thân và tiến thân sự nghiệp.-Môi trường làm việc khá ổn, dự án lớn nên kinh nghiệm quyết cao tốt cho sự nghiệp bản thân",,Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường học tập và làm việc tốt nhưng quy trình làm việc khá cồng kềnh(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Môi trường trẻ trung năng động, văn hóa công ty không gò bó nên có thể ăn mặc thoải mái-Môi trường làm việc tốt, được training bài bản và thường xuyên. Sau đó có job thực hành ngay song song, khởi nguồn cho lập trình viên trẻ như mình-Môi trường làm việc hiên đại, nhiều tiện ích.-Được on job nhiều rèn luyện bản thân nhìu hơn-Được làm việc với các khách hàng lớn, học hỏi và nâng trình khá nhanh",,Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường tốt để phát triển bản thân nhưng bổ sung thêm chính sách hỗ trợ nhân viên(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Đồng nghiệp thân thiện, nhiệt tình giúp học hỏi được nhiều kiến thức khi làm việc ở đây-Ai mà tiếng anh ngon là đi châu Âu làm onsite.-Các cá nhân trong teamwork nhiệt tình chỉ bảo trao đổi kinh nghiệm, chuyên môn với nhau.-Giúp đỡ và tạo điều kiện cho mỗi thành viên hoàn thiện và phát triển-Có chế độ thưởng riêng với các teamwork có hiệu suất công việc cao-Nâng cao trình độ chuyên môn",,Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường tốt để phát triển bản thân(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Làm việc với nhiều màu sắc khách hàng nên từ dễ tính đến khó tình nên mình trau dồi được nhiều kỹ năng, phát triển được bản thân- Không gian Fsoft xịn, khuôn viên rộng, ngoài giờ có thể xả stress tại các khu vận động, thể thao tích hợp của công ty. Căng tin nhiều đồ ăn uống rất tiện lợi, thỉnh thoảng mệt có thể xuống ăn nhẹ hoặc làm cốc cafe rồi lên chạy dự án tiếp.- Có lịch training hàng tháng đa dạng cả kỹ năng cứng và mềm, lộ trình cho từng level rõ ràng, học hỏi được nhiều quy trình làm việc.- Fresher thì lương chưa cao lắm, tuy nhiên chịu khó chủ động xin chạy dự án thì cũng okie- Mấy dự án mình tham gia OT tương đối nhẹ ,OT có lương",,Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường tốt cho fresher(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,-Công ty lớn nên quy trình phát triển phần mềm rõ ràng-Công ty có nhiều khoá học để bổ sung kiến thức-OT được tính đầy đủ cho nhân viên và lương OT đc x1.5-Khung chương trình đào tạo tốt-Công ty cho học nhiều gần như là đủ các chứng chỉ quốc tế và ngôn ngữ học để nâng cao được tay nghề và trau dồi kiến thức.,,Có
FPT Software,CNTT - Phần mềm,5.0,"Được đi onsite nhiều, trải nghiệm nhiều lĩnh vực nhưng cấu hình của cái máy hơi thấp(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Văn phòng hiện đại tiện nghi, được trải nghiệm, làm việc với nhiều đối tác, khách hàng lớn nên mình học hỏi được khá nhiều kinh nghiệm-Môi trường làm việc hiện đại, chuyên nghiệp, lộ trình thăng tiến rõ ràng phù hợp với gắn bó lâu dài-Bên này nhiều campaign kết hợp, mình vào làm đi onsite suốt. Lĩnh vực nào cũng có, đâm ra làm xong mỗi campaign là bản thân cũng có network cho riêng mình-Nhiều cơ hội làm việc với các khách hàng lớn, chỉ cần mình chăm chỉ biết nắm bắt cơ hội-Campus đẹp, view ngon, đồ ăn không phải xuất sắc nhưng cái gì cũng có. Tiết kiệm thời gian tiền bạc-Mật độ OT cân bằng, dự án nào cần OT đều được PM báo trước. Lương OT ổn",,Có
FPT Software,CNTT - Phần mềm,5.0,Cơ hội việc làm ổn định lâu dài(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Campus nhiều tiện ích phục vụ nhu cầu nhân viện khá ok.-Tạo điều kiện xả stress, nâng cao thể lực, nạp năng lượng làm việc-Đối với những bạn trẻ có mong muốn cống hiến cùng phát triển với công ty. Luôn được hỗ trợ để có thể làm việc lâu dài, ổn định ở môi trường này-Các cá nhân trong teamwork nhiệt tình chỉ bảo trao đổi kinh nghiệm, chuyên môn với nhau.-Giúp đỡ và tạo điều kiện cho mỗi thành viên hoàn thiện và phát triển-Dịch vụ căn tin, phòng gym ok. Phù hợp fresher mới ra trường.",,Có
FPT Software,CNTT - Phần mềm,4.0,Chế độ đãi ngộ nhân viên ổn và nên có tiêu chí đánh giá lương thưởng cụ thể rõ ràng hơn(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Tùy dự án sẽ gặp PM khác nhau. Mình may mắn toàn được làm việc với các sếp vui tính, hiểu biết rộng. Nói chuyện với các sếp mở mang đầu óc nhiều-Training quy chuẩn từ cơ bản đến nâng cao-Văn phòng hiện đại, sếp mình rất chiều nhân viên suốt ngày cho ăn uống bồi dưỡng.-OT nhiều nhưng được anh em trong team support nên cũng đỡ-Văn hóa Fsoft trẻ, hòa đồng-Tham gia công ty được đóng BHXH ngay tháng đầu tiên, không lo nợ lương như các doanh nghiệp khác-Hay phải OT nhiều vì các dự án khá nhiều, vẫn được trả lương đầy đủ",,Có
FPT Software,CNTT - Phần mềm,4.0,"Chế độ đãi ngộ tốt, lương tạm ổn nhưng ổn định(IT)",Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Mài dũa được nhiều kinh nghiệm hơn khi làm việc ở công ty, on job nhiều nên được làm việc với nhiều khách hàng khác nhau, dễ có, khó tính có nên có nhiều kinh nghiệm hơn-Thời gian OT linh hoạt, khi OT có chế độ hỗ trợ ăn uống đầy đủ-Làm việc trong môi trường chuyên nghiệp và năng động.-Campus đẹp, tiện nghi-Nơi để phát triển bản thân tốt",,Có
FPT Software,CNTT - Phần mềm,4.0,Môi trường Làm việc ổn và sinh viên mới ra trường học hỏi được nhiều kinh nghiệm nhưng xét tăng lương định kỳ nhiều hơn(IT),Nhân viên IT..,Nhân viên hiện tại,Hồ Chí Minh,27/07/2021,,"-Đi làm thì chắc chắn là sẽ có kinh nghiệm rồi, tích lũy nhiều hay ít dựa vào năng lực bản thân với PM phân chia công việc đồng đều hay không-Có OT mới tăng được lương, nhận bonus sau dự án.-Điều đầu tiên phải nói đến là quy trình, bắt đầu sẽ được học quy trình và những kĩ năng cơ bản. Các phần mềm đa dạng cũng được training hoặc sẽ tự học có hướng dẫn.-Làm việc đa số toàn các công ty châu au, học hỏi được nhiều công nghệ mới.-Nếu có cơ hội làm việc với khách nước ngoài thì ngoại ngữ nâng trình nhanh, học được cách giao tiếp, xử lý công việc..",,Có
